GraphID,Nodes,Edges,Labels
8791,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[[15, 0], [0, 15], [15, 1], [1, 15], [15, 2], [2, 15], [15, 3], [3, 15], [15, 4], [4, 15], [15, 5], [5, 15], [15, 6], [6, 15], [15, 7], [7, 15], [15, 8], [8, 15], [15, 9], [9, 15], [15, 10], [10, 15], [15, 11], [11, 15], [15, 12], [12, 15], [15, 13], [13, 15], [15, 14], [14, 15], [2, 1], [1, 2], [5, 2], [2, 5], [11, 2], [2, 11], [9, 2], [2, 9], [14, 4], [4, 14], [10, 9], [9, 10], [14, 10], [10, 14], [14, 11], [11, 14]]",1
2687,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[[29, 0], [0, 29], [29, 1], [1, 29], [29, 2], [2, 29], [29, 3], [3, 29], [29, 4], [4, 29], [29, 5], [5, 29], [29, 6], [6, 29], [29, 7], [7, 29], [29, 8], [8, 29], [29, 9], [9, 29], [29, 10], [10, 29], [29, 11], [11, 29], [29, 12], [12, 29], [29, 13], [13, 29], [29, 14], [14, 29], [29, 15], [15, 29], [29, 16], [16, 29], [29, 17], [17, 29], [29, 18], [18, 29], [29, 19], [19, 29], [29, 20], [20, 29], [29, 21], [21, 29], [29, 22], [22, 29], [29, 23], [23, 29], [29, 24], [24, 29], [29, 25], [25, 29], [29, 26], [26, 29], [29, 27], [27, 29], [29, 28], [28, 29], [21, 0], [0, 21], [21, 3], [3, 21], [21, 19], [19, 21], [22, 21], [21, 22]]",1
5014,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[[23, 0], [0, 23], [23, 1], [1, 23], [23, 2], [2, 23], [23, 3], [3, 23], [23, 4], [4, 23], [23, 5], [5, 23], [23, 6], [6, 23], [23, 7], [7, 23], [23, 8], [8, 23], [23, 9], [9, 23], [23, 10], [10, 23], [23, 11], [11, 23], [23, 12], [12, 23], [23, 13], [13, 23], [23, 14], [14, 23], [23, 15], [15, 23], [23, 16], [16, 23], [23, 17], [17, 23], [23, 18], [18, 23], [23, 19], [19, 23], [23, 20], [20, 23], [23, 21], [21, 23], [23, 22], [22, 23], [20, 0], [0, 20], [18, 2], [2, 18], [12, 2], [2, 12], [3, 2], [2, 3], [14, 2], [2, 14], [4, 2], [2, 4], [7, 2], [2, 7], [15, 2], [2, 15], [5, 2], [2, 5], [8, 2], [2, 8], [9, 2], [2, 9], [20, 2], [2, 20], [21, 2], [2, 21], [20, 3], [3, 20], [5, 4], [4, 5], [21, 4], [4, 21], [7, 5], [5, 7], [14, 5], [5, 14], [13, 5], [5, 13], [15, 5], [5, 15], [16, 5], [5, 16], [21, 5], [5, 21], [21, 6], [6, 21], [22, 6], [6, 22], [18, 7], [7, 18], [18, 8], [8, 18], [20, 8], [8, 20], [21, 8], [8, 21], [14, 12], [12, 14], [18, 14], [14, 18], [15, 14], [14, 15], [21, 14], [14, 21], [22, 14], [14, 22], [22, 15], [15, 22], [18, 16], [16, 18], [20, 17], [17, 20], [21, 19], [19, 21], [21, 20], [20, 21], [22, 21], [21, 22]]",1
6380,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","[[27, 0], [0, 27], [27, 1], [1, 27], [27, 2], [2, 27], [27, 3], [3, 27], [27, 4], [4, 27], [27, 5], [5, 27], [27, 6], [6, 27], [27, 7], [7, 27], [27, 8], [8, 27], [27, 9], [9, 27], [27, 10], [10, 27], [27, 11], [11, 27], [27, 12], [12, 27], [27, 13], [13, 27], [27, 14], [14, 27], [27, 15], [15, 27], [27, 16], [16, 27], [27, 17], [17, 27], [27, 18], [18, 27], [27, 19], [19, 27], [27, 20], [20, 27], [27, 21], [21, 27], [27, 22], [22, 27], [27, 23], [23, 27], [27, 24], [24, 27], [27, 25], [25, 27], [27, 26], [26, 27], [2, 0], [0, 2], [24, 1], [1, 24], [10, 1], [1, 10], [3, 1], [1, 3], [23, 1], [1, 23], [4, 1], [1, 4], [16, 1], [1, 16], [14, 1], [1, 14], [5, 1], [1, 5], [7, 1], [1, 7], [26, 1], [1, 26], [10, 2], [2, 10], [24, 3], [3, 24], [11, 3], [3, 11], [14, 3], [3, 14], [5, 3], [3, 5], [26, 3], [3, 26], [7, 3], [3, 7], [19, 3], [3, 19], [8, 3], [3, 8], [24, 4], [4, 24], [24, 5], [5, 24], [10, 5], [5, 10], [11, 5], [5, 11], [16, 5], [5, 16], [26, 5], [5, 26], [7, 5], [5, 7], [8, 5], [5, 8], [24, 7], [7, 24], [10, 7], [7, 10], [11, 7], [7, 11], [13, 7], [7, 13], [16, 7], [7, 16], [14, 7], [7, 14], [15, 7], [7, 15], [17, 7], [7, 17], [26, 7], [7, 26], [23, 7], [7, 23], [19, 7], [7, 19], [8, 7], [7, 8], [24, 8], [8, 24], [10, 8], [8, 10], [13, 8], [8, 13], [16, 8], [8, 16], [14, 8], [8, 14], [15, 8], [8, 15], [17, 8], [8, 17], [19, 8], [8, 19], [26, 8], [8, 26], [10, 9], [9, 10], [24, 10], [10, 24], [22, 10], [10, 22], [20, 10], [10, 20], [13, 10], [10, 13], [15, 10], [10, 15], [17, 10], [10, 17], [26, 10], [10, 26], [24, 11], [11, 24], [13, 11], [11, 13], [14, 11], [11, 14], [26, 11], [11, 26], [24, 13], [13, 24], [14, 13], [13, 14], [15, 13], [13, 15], [16, 13], [13, 16], [26, 13], [13, 26], [19, 13], [13, 19], [24, 14], [14, 24], [16, 14], [14, 16], [26, 14], [14, 26], [24, 15], [15, 24], [17, 15], [15, 17], [26, 15], [15, 26], [24, 16], [16, 24], [26, 16], [16, 26], [23, 16], [16, 23], [24, 17], [17, 24], [26, 17], [17, 26], [24, 19], [19, 24], [24, 23], [23, 24], [26, 23], [23, 26], [26, 24], [24, 26]]",1
1788,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]","[[43, 0], [0, 43], [43, 1], [1, 43], [43, 2], [2, 43], [43, 3], [3, 43], [43, 4], [4, 43], [43, 5], [5, 43], [43, 6], [6, 43], [43, 7], [7, 43], [43, 8], [8, 43], [43, 9], [9, 43], [43, 10], [10, 43], [43, 11], [11, 43], [43, 12], [12, 43], [43, 13], [13, 43], [43, 14], [14, 43], [43, 15], [15, 43], [43, 16], [16, 43], [43, 17], [17, 43], [43, 18], [18, 43], [43, 19], [19, 43], [43, 20], [20, 43], [43, 21], [21, 43], [43, 22], [22, 43], [43, 23], [23, 43], [43, 24], [24, 43], [43, 25], [25, 43], [43, 26], [26, 43], [43, 27], [27, 43], [43, 28], [28, 43], [43, 29], [29, 43], [43, 30], [30, 43], [43, 31], [31, 43], [43, 32], [32, 43], [43, 33], [33, 43], [43, 34], [34, 43], [43, 35], [35, 43], [43, 36], [36, 43], [43, 37], [37, 43], [43, 38], [38, 43], [43, 39], [39, 43], [43, 40], [40, 43], [43, 41], [41, 43], [43, 42], [42, 43], [2, 0], [0, 2], [16, 0], [0, 16], [27, 0], [0, 27], [17, 0], [0, 17], [4, 0], [0, 4], [38, 0], [0, 38], [29, 0], [0, 29], [8, 0], [0, 8], [39, 0], [0, 39], [34, 0], [0, 34], [5, 0], [0, 5], [41, 0], [0, 41], [22, 0], [0, 22], [20, 0], [0, 20], [25, 1], [1, 25], [17, 1], [1, 17], [4, 1], [1, 4], [28, 1], [1, 28], [37, 1], [1, 37], [30, 1], [1, 30], [34, 1], [1, 34], [21, 1], [1, 21], [20, 1], [1, 20], [15, 2], [2, 15], [16, 2], [2, 16], [21, 2], [2, 21], [19, 2], [2, 19], [39, 2], [2, 39], [9, 2], [2, 9], [40, 2], [2, 40], [32, 2], [2, 32], [11, 2], [2, 11], [35, 3], [3, 35], [12, 3], [3, 12], [16, 3], [3, 16], [36, 3], [3, 36], [31, 3], [3, 31], [15, 3], [3, 15], [10, 3], [3, 10], [33, 3], [3, 33], [25, 4], [4, 25], [12, 4], [4, 12], [15, 4], [4, 15], [16, 4], [4, 16], [27, 4], [4, 27], [37, 4], [4, 37], [30, 4], [4, 30], [34, 4], [4, 34], [5, 4], [4, 5], [22, 4], [4, 22], [35, 4], [4, 35], [20, 4], [4, 20], [8, 5], [5, 8], [9, 5], [5, 9], [35, 5], [5, 35], [11, 5], [5, 11], [10, 5], [5, 10], [16, 5], [5, 16], [17, 5], [5, 17], [19, 5], [5, 19], [6, 5], [5, 6], [21, 5], [5, 21], [22, 5], [5, 22], [23, 5], [5, 23], [24, 5], [5, 24], [12, 5], [5, 12], [28, 5], [5, 28], [29, 5], [5, 29], [31, 5], [5, 31], [15, 5], [5, 15], [33, 5], [5, 33], [34, 5], [5, 34], [36, 5], [5, 36], [39, 5], [5, 39], [40, 5], [5, 40], [41, 5], [5, 41], [42, 5], [5, 42], [17, 6], [6, 17], [16, 6], [6, 16], [36, 8], [8, 36], [41, 8], [8, 41], [15, 8], [8, 15], [40, 8], [8, 40], [22, 8], [8, 22], [33, 8], [8, 33], [23, 8], [8, 23], [15, 9], [9, 15], [16, 9], [9, 16], [17, 9], [9, 17], [22, 9], [9, 22], [11, 9], [9, 11], [32, 9], [9, 32], [35, 9], [9, 35], [20, 9], [9, 20], [12, 9], [9, 12], [16, 10], [10, 16], [36, 10], [10, 36], [15, 10], [10, 15], [11, 10], [10, 11], [35, 11], [11, 35], [15, 11], [11, 15], [16, 11], [11, 16], [17, 11], [11, 17], [21, 11], [11, 21], [39, 11], [11, 39], [38, 11], [11, 38], [32, 11], [11, 32], [40, 11], [11, 40], [33, 11], [11, 33], [12, 11], [11, 12], [14, 12], [12, 14], [15, 12], [12, 15], [16, 12], [12, 16], [19, 12], [12, 19], [21, 12], [12, 21], [39, 12], [12, 39], [34, 12], [12, 34], [31, 12], [12, 31], [40, 12], [12, 40], [32, 12], [12, 32], [35, 12], [12, 35], [17, 13], [13, 17], [26, 13], [13, 26], [29, 13], [13, 29], [16, 14], [14, 16], [35, 15], [15, 35], [16, 15], [15, 16], [36, 15], [15, 36], [22, 15], [15, 22], [29, 15], [15, 29], [39, 15], [15, 39], [40, 15], [15, 40], [32, 15], [15, 32], [32, 16], [16, 32], [18, 16], [16, 18], [19, 16], [16, 19], [21, 16], [16, 21], [22, 16], [16, 22], [24, 16], [16, 24], [28, 16], [16, 28], [29, 16], [16, 29], [31, 16], [16, 31], [33, 16], [16, 33], [35, 16], [16, 35], [36, 16], [16, 36], [38, 16], [16, 38], [39, 16], [16, 39], [40, 16], [16, 40], [25, 17], [17, 25], [34, 17], [17, 34], [28, 17], [17, 28], [37, 17], [17, 37], [21, 17], [17, 21], [31, 17], [17, 31], [22, 17], [17, 22], [20, 17], [17, 20], [19, 18], [18, 19], [29, 19], [19, 29], [38, 19], [19, 38], [39, 19], [19, 39], [32, 19], [19, 32], [25, 20], [20, 25], [27, 20], [20, 27], [37, 20], [20, 37], [30, 20], [20, 30], [22, 20], [20, 22], [34, 20], [20, 34], [25, 21], [21, 25], [29, 21], [21, 29], [39, 21], [21, 39], [40, 21], [21, 40], [25, 22], [22, 25], [38, 22], [22, 38], [36, 22], [22, 36], [29, 22], [22, 29], [30, 22], [22, 30], [41, 22], [22, 41], [35, 22], [22, 35], [33, 22], [22, 33], [23, 22], [22, 23], [33, 23], [23, 33], [24, 23], [23, 24], [33, 24], [24, 33], [29, 24], [24, 29], [37, 25], [25, 37], [30, 25], [25, 30], [34, 25], [25, 34], [29, 26], [26, 29], [37, 27], [27, 37], [35, 28], [28, 35], [36, 29], [29, 36], [38, 29], [29, 38], [33, 29], [29, 33], [37, 30], [30, 37], [34, 30], [30, 34], [39, 31], [31, 39], [40, 31], [31, 40], [32, 31], [31, 32], [35, 31], [31, 35], [39, 32], [32, 39], [40, 32], [32, 40], [38, 33], [33, 38], [40, 33], [33, 40], [38, 34], [34, 38], [36, 35], [35, 36], [39, 35], [35, 39], [40, 35], [35, 40], [39, 38], [38, 39], [40, 38], [38, 40], [40, 39], [39, 40]]",1
9276,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[[20, 0], [0, 20], [20, 1], [1, 20], [20, 2], [2, 20], [20, 3], [3, 20], [20, 4], [4, 20], [20, 5], [5, 20], [20, 6], [6, 20], [20, 7], [7, 20], [20, 8], [8, 20], [20, 9], [9, 20], [20, 10], [10, 20], [20, 11], [11, 20], [20, 12], [12, 20], [20, 13], [13, 20], [20, 14], [14, 20], [20, 15], [15, 20], [20, 16], [16, 20], [20, 17], [17, 20], [20, 18], [18, 20], [20, 19], [19, 20], [1, 0], [0, 1], [7, 0], [0, 7], [6, 0], [0, 6], [8, 0], [0, 8], [11, 0], [0, 11], [17, 0], [0, 17], [8, 1], [1, 8], [17, 1], [1, 17], [7, 1], [1, 7], [12, 5], [5, 12], [16, 6], [6, 16], [8, 7], [7, 8], [17, 8], [8, 17], [12, 9], [9, 12], [14, 13], [13, 14]]",1
7079,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]","[[43, 0], [0, 43], [43, 1], [1, 43], [43, 2], [2, 43], [43, 3], [3, 43], [43, 4], [4, 43], [43, 5], [5, 43], [43, 6], [6, 43], [43, 7], [7, 43], [43, 8], [8, 43], [43, 9], [9, 43], [43, 10], [10, 43], [43, 11], [11, 43], [43, 12], [12, 43], [43, 13], [13, 43], [43, 14], [14, 43], [43, 15], [15, 43], [43, 16], [16, 43], [43, 17], [17, 43], [43, 18], [18, 43], [43, 19], [19, 43], [43, 20], [20, 43], [43, 21], [21, 43], [43, 22], [22, 43], [43, 23], [23, 43], [43, 24], [24, 43], [43, 25], [25, 43], [43, 26], [26, 43], [43, 27], [27, 43], [43, 28], [28, 43], [43, 29], [29, 43], [43, 30], [30, 43], [43, 31], [31, 43], [43, 32], [32, 43], [43, 33], [33, 43], [43, 34], [34, 43], [43, 35], [35, 43], [43, 36], [36, 43], [43, 37], [37, 43], [43, 38], [38, 43], [43, 39], [39, 43], [43, 40], [40, 43], [43, 41], [41, 43], [43, 42], [42, 43], [20, 0], [0, 20], [2, 0], [0, 2], [18, 0], [0, 18], [32, 0], [0, 32], [11, 2], [2, 11], [24, 2], [2, 24], [25, 2], [2, 25], [5, 2], [2, 5], [18, 2], [2, 18], [8, 2], [2, 8], [32, 2], [2, 32], [5, 3], [3, 5], [28, 3], [3, 28], [25, 5], [5, 25], [18, 5], [5, 18], [28, 5], [5, 28], [34, 6], [6, 34], [32, 6], [6, 32], [39, 6], [6, 39], [31, 8], [8, 31], [11, 8], [8, 11], [32, 8], [8, 32], [15, 8], [8, 15], [11, 9], [9, 11], [22, 11], [11, 22], [39, 16], [16, 39], [25, 17], [17, 25], [20, 18], [18, 20], [35, 18], [18, 35], [33, 21], [21, 33], [23, 22], [22, 23], [39, 22], [22, 39], [34, 32], [32, 34], [39, 34], [34, 39], [41, 39], [39, 41]]",1
7044,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[[14, 0], [0, 14], [14, 1], [1, 14], [14, 2], [2, 14], [14, 3], [3, 14], [14, 4], [4, 14], [14, 5], [5, 14], [14, 6], [6, 14], [14, 7], [7, 14], [14, 8], [8, 14], [14, 9], [9, 14], [14, 10], [10, 14], [14, 11], [11, 14], [14, 12], [12, 14], [14, 13], [13, 14], [9, 0], [0, 9], [7, 0], [0, 7], [12, 0], [0, 12], [2, 0], [0, 2], [2, 1], [1, 2], [5, 2], [2, 5], [7, 2], [2, 7], [9, 2], [2, 9], [12, 2], [2, 12], [12, 3], [3, 12], [7, 4], [4, 7], [7, 5], [5, 7], [11, 6], [6, 11], [9, 7], [7, 9], [12, 7], [7, 12], [12, 8], [8, 12], [11, 10], [10, 11], [12, 10], [10, 12]]",1
3110,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]","[[32, 0], [0, 32], [32, 1], [1, 32], [32, 2], [2, 32], [32, 3], [3, 32], [32, 4], [4, 32], [32, 5], [5, 32], [32, 6], [6, 32], [32, 7], [7, 32], [32, 8], [8, 32], [32, 9], [9, 32], [32, 10], [10, 32], [32, 11], [11, 32], [32, 12], [12, 32], [32, 13], [13, 32], [32, 14], [14, 32], [32, 15], [15, 32], [32, 16], [16, 32], [32, 17], [17, 32], [32, 18], [18, 32], [32, 19], [19, 32], [32, 20], [20, 32], [32, 21], [21, 32], [32, 22], [22, 32], [32, 23], [23, 32], [32, 24], [24, 32], [32, 25], [25, 32], [32, 26], [26, 32], [32, 27], [27, 32], [32, 28], [28, 32], [32, 29], [29, 32], [32, 30], [30, 32], [32, 31], [31, 32], [10, 6], [6, 10], [28, 8], [8, 28], [24, 8], [8, 24], [30, 8], [8, 30], [11, 8], [8, 11], [24, 9], [9, 24], [17, 11], [11, 17], [24, 11], [11, 24], [13, 11], [11, 13], [17, 13], [13, 17], [24, 13], [13, 24], [28, 17], [17, 28], [24, 17], [17, 24], [20, 17], [17, 20], [29, 17], [17, 29]]",1
6911,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[[21, 0], [0, 21], [21, 1], [1, 21], [21, 2], [2, 21], [21, 3], [3, 21], [21, 4], [4, 21], [21, 5], [5, 21], [21, 6], [6, 21], [21, 7], [7, 21], [21, 8], [8, 21], [21, 9], [9, 21], [21, 10], [10, 21], [21, 11], [11, 21], [21, 12], [12, 21], [21, 13], [13, 21], [21, 14], [14, 21], [21, 15], [15, 21], [21, 16], [16, 21], [21, 17], [17, 21], [21, 18], [18, 21], [21, 19], [19, 21], [21, 20], [20, 21], [6, 1], [1, 6], [5, 1], [1, 5], [8, 1], [1, 8], [16, 1], [1, 16], [14, 1], [1, 14], [9, 1], [1, 9], [4, 1], [1, 4], [18, 1], [1, 18], [19, 1], [1, 19], [4, 3], [3, 4], [6, 3], [3, 6], [6, 4], [4, 6], [16, 4], [4, 16], [10, 4], [4, 10], [7, 4], [4, 7], [18, 4], [4, 18], [15, 5], [5, 15], [11, 5], [5, 11], [7, 5], [5, 7], [16, 6], [6, 16], [10, 6], [6, 10], [15, 6], [6, 15], [18, 6], [6, 18], [11, 7], [7, 11], [9, 7], [7, 9], [10, 7], [7, 10], [12, 7], [7, 12], [14, 7], [7, 14], [15, 7], [7, 15], [17, 7], [7, 17], [19, 7], [7, 19], [20, 7], [7, 20], [18, 8], [8, 18], [15, 9], [9, 15], [14, 11], [11, 14], [19, 11], [11, 19], [12, 11], [11, 12], [15, 12], [12, 15], [17, 13], [13, 17], [19, 13], [13, 19], [18, 14], [14, 18], [19, 15], [15, 19], [18, 16], [16, 18], [19, 17], [17, 19]]",1
6231,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[[30, 0], [0, 30], [30, 1], [1, 30], [30, 2], [2, 30], [30, 3], [3, 30], [30, 4], [4, 30], [30, 5], [5, 30], [30, 6], [6, 30], [30, 7], [7, 30], [30, 8], [8, 30], [30, 9], [9, 30], [30, 10], [10, 30], [30, 11], [11, 30], [30, 12], [12, 30], [30, 13], [13, 30], [30, 14], [14, 30], [30, 15], [15, 30], [30, 16], [16, 30], [30, 17], [17, 30], [30, 18], [18, 30], [30, 19], [19, 30], [30, 20], [20, 30], [30, 21], [21, 30], [30, 22], [22, 30], [30, 23], [23, 30], [30, 24], [24, 30], [30, 25], [25, 30], [30, 26], [26, 30], [30, 27], [27, 30], [30, 28], [28, 30], [30, 29], [29, 30], [13, 1], [1, 13], [5, 1], [1, 5], [21, 1], [1, 21], [14, 1], [1, 14], [21, 2], [2, 21], [6, 3], [3, 6], [13, 3], [3, 13], [13, 5], [5, 13], [17, 6], [6, 17], [25, 6], [6, 25], [26, 6], [6, 26], [13, 6], [6, 13], [21, 6], [6, 21], [27, 6], [6, 27], [15, 6], [6, 15], [8, 6], [6, 8], [13, 7], [7, 13], [24, 7], [7, 24], [27, 7], [7, 27], [11, 8], [8, 11], [26, 8], [8, 26], [13, 8], [8, 13], [21, 8], [8, 21], [15, 8], [8, 15], [26, 9], [9, 26], [13, 9], [9, 13], [24, 9], [9, 24], [18, 9], [9, 18], [21, 10], [10, 21], [27, 11], [11, 27], [13, 12], [12, 13], [27, 12], [12, 27], [17, 13], [13, 17], [20, 13], [13, 20], [29, 13], [13, 29], [26, 13], [13, 26], [21, 13], [13, 21], [23, 13], [13, 23], [14, 13], [13, 14], [28, 13], [13, 28], [17, 14], [14, 17], [27, 14], [14, 27], [18, 14], [14, 18], [17, 15], [15, 17], [24, 15], [15, 24], [21, 16], [16, 21], [20, 17], [17, 20], [24, 17], [17, 24], [18, 17], [17, 18], [26, 17], [17, 26], [21, 17], [17, 21], [27, 17], [17, 27], [20, 18], [18, 20], [25, 18], [18, 25], [26, 18], [18, 26], [21, 18], [18, 21], [24, 20], [20, 24], [27, 20], [20, 27], [24, 21], [21, 24], [27, 21], [21, 27], [26, 24], [24, 26], [27, 25], [25, 27], [27, 26], [26, 27], [29, 27], [27, 29], [28, 27], [27, 28]]",1
8917,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[[20, 0], [0, 20], [20, 1], [1, 20], [20, 2], [2, 20], [20, 3], [3, 20], [20, 4], [4, 20], [20, 5], [5, 20], [20, 6], [6, 20], [20, 7], [7, 20], [20, 8], [8, 20], [20, 9], [9, 20], [20, 10], [10, 20], [20, 11], [11, 20], [20, 12], [12, 20], [20, 13], [13, 20], [20, 14], [14, 20], [20, 15], [15, 20], [20, 16], [16, 20], [20, 17], [17, 20], [20, 18], [18, 20], [20, 19], [19, 20], [16, 1], [1, 16], [18, 1], [1, 18], [17, 4], [4, 17], [16, 4], [4, 16], [17, 6], [6, 17], [18, 6], [6, 18], [18, 7], [7, 18], [12, 9], [9, 12], [19, 9], [9, 19], [18, 14], [14, 18], [18, 16], [16, 18]]",1
8196,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]","[[33, 0], [0, 33], [33, 1], [1, 33], [33, 2], [2, 33], [33, 3], [3, 33], [33, 4], [4, 33], [33, 5], [5, 33], [33, 6], [6, 33], [33, 7], [7, 33], [33, 8], [8, 33], [33, 9], [9, 33], [33, 10], [10, 33], [33, 11], [11, 33], [33, 12], [12, 33], [33, 13], [13, 33], [33, 14], [14, 33], [33, 15], [15, 33], [33, 16], [16, 33], [33, 17], [17, 33], [33, 18], [18, 33], [33, 19], [19, 33], [33, 20], [20, 33], [33, 21], [21, 33], [33, 22], [22, 33], [33, 23], [23, 33], [33, 24], [24, 33], [33, 25], [25, 33], [33, 26], [26, 33], [33, 27], [27, 33], [33, 28], [28, 33], [33, 29], [29, 33], [33, 30], [30, 33], [33, 31], [31, 33], [33, 32], [32, 33], [10, 0], [0, 10], [23, 0], [0, 23], [24, 0], [0, 24], [28, 0], [0, 28], [4, 1], [1, 4], [13, 1], [1, 13], [4, 2], [2, 4], [28, 2], [2, 28], [13, 2], [2, 13], [15, 2], [2, 15], [10, 3], [3, 10], [13, 3], [3, 13], [22, 4], [4, 22], [16, 4], [4, 16], [17, 4], [4, 17], [20, 4], [4, 20], [26, 4], [4, 26], [18, 4], [4, 18], [9, 4], [4, 9], [29, 4], [4, 29], [30, 4], [4, 30], [24, 4], [4, 24], [10, 4], [4, 10], [23, 4], [4, 23], [12, 4], [4, 12], [31, 4], [4, 31], [15, 4], [4, 15], [13, 4], [4, 13], [7, 4], [4, 7], [20, 7], [7, 20], [23, 7], [7, 23], [27, 9], [9, 27], [13, 9], [9, 13], [15, 9], [9, 15], [22, 10], [10, 22], [16, 10], [10, 16], [28, 10], [10, 28], [27, 10], [10, 27], [12, 10], [10, 12], [13, 10], [10, 13], [23, 10], [10, 23], [15, 10], [10, 15], [13, 11], [11, 13], [23, 11], [11, 23], [28, 11], [11, 28], [13, 12], [12, 13], [30, 12], [12, 30], [28, 12], [12, 28], [22, 13], [13, 22], [24, 13], [13, 24], [28, 13], [13, 28], [20, 13], [13, 20], [26, 13], [13, 26], [27, 13], [13, 27], [30, 13], [13, 30], [16, 13], [13, 16], [31, 13], [13, 31], [15, 13], [13, 15], [23, 15], [15, 23], [17, 15], [15, 17], [18, 15], [15, 18], [30, 15], [15, 30], [24, 15], [15, 24], [31, 15], [15, 31], [28, 16], [16, 28], [20, 16], [16, 20], [31, 16], [16, 31], [20, 18], [18, 20], [28, 18], [18, 28], [24, 20], [20, 24], [28, 20], [20, 28], [30, 20], [20, 30], [31, 20], [20, 31], [24, 22], [22, 24], [28, 23], [23, 28], [31, 23], [23, 31], [28, 24], [24, 28], [31, 24], [24, 31], [30, 27], [27, 30], [31, 28], [28, 31]]",1
